source_file,kind,n,k,third,alpha,value_mean,gap_mean,generated_ops_mean,states_mean,time_total_mean,time_first_mean,time_second_mean,time_third_mean
week3_kind_compare.csv,1-center,11,1,dp,2,179.52245565833334,0.2755253349353333,5676.0,6144.0,0.008944089666666667,3.165566666666667e-05,0.000398338,0.008508461333333333
week3_kind_compare.csv,1-center,11,2,dp,2,179.223391281,0.11266260519366667,16236.0,6144.0,0.016369623666666666,0.00015639200000000002,0.0012280056666666666,0.014973590666666666
week3_kind_compare.csv,1-center,11,inf,dp,2,179.01650925233335,0.0,67584.0,6144.0,0.062364686,0.005917887,0.011012328333333333,0.045426046666666664
week3_kind_compare.csv,1-center,12,0,dp,2,193.99898793666668,3.7728133605133336,1596.0,13312.0,0.005016829,1.3382333333333334e-05,8.710166666666666e-05,0.00491061
week3_kind_compare.csv,1-center,12,1,dp,2,188.2090715423333,0.6855674840933333,8196.0,13312.0,0.016743668,4.318e-05,0.0010846643333333333,0.015608868333333333
week3_kind_compare.csv,1-center,12,2,dp,2,186.83833001366668,0.0,26016.0,13312.0,0.04489192733333333,0.00021841833333333333,0.0021707316666666667,0.042495474666666665
week3_kind_compare.csv,1-center,12,inf,dp,2,186.83833001366668,0.0,159744.0,13312.0,0.2620615923333333,0.017873819,0.039968249000000004,0.2042119623333333
week3_kind_compare.csv,2-center,8,0,dp,2,191.87629059166667,0.5939827407433333,456.0,576.0,0.00022027533333333332,2.6603333333333336e-06,3.138666666666667e-05,0.00018267366666666667
week3_kind_compare.csv,2-center,8,1,dp,2,190.71207380566668,0.0,1464.0,576.0,0.000340658,1.2408e-05,0.00010510700000000001,0.00022137833333333331
week3_kind_compare.csv,2-center,8,2,dp,2,190.71207380566668,0.0,2864.0,576.0,0.0006523106666666668,5.4423666666666665e-05,0.00025836133333333335,0.0003379236666666667
week3_kind_compare.csv,2-center,8,inf,dp,2,190.71207380566668,0.0,4608.0,576.0,0.0012975469999999998,0.000322823,0.0005180976666666667,0.00045483599999999997
week3_kind_compare.csv,2-center,9,0,dp,2,204.62199088133335,1.0203032466366666,657.0,1280.0,0.0003629776666666666,2.793333333333334e-06,3.8511e-05,0.0003188283333333333
