kind,n,seed,alpha,k,third,value,gap_vs_unrestricted_pct,generated_ops,reached_or_expanded_states,time_first,time_second,time_third,time_total
uniform,12,1,2,0,dp,263.197781265,2.20896432949,1596,13312,1.3911e-05,8.6989e-05,0.005192386,0.005299218
uniform,12,1,2,1,dp,261.467122573,1.5368886318,8196,13312,5.5996e-05,0.00056132,0.017706749,0.018330248
uniform,12,1,2,2,dp,257.509488519,0,26016,13312,0.000215838,0.004806138,0.04541701,0.050446867
uniform,12,1,2,inf,dp,257.509488519,0,159744,13312,0.024172581,0.036045875,0.21805849,0.278284736
uniform,12,1,2,0,astar,263.197781265,2.20896432949,1596,12161,1.5599e-05,0.000107981,0.019532872,0.019665261
uniform,12,1,2,1,astar,261.467122573,1.5368886318,8196,12261,4.278e-05,0.000780469,0.044596797,0.045428452
uniform,12,1,2,2,astar,257.509488519,0,26016,12182,0.000221439,0.004556252,0.07768616,0.082472474
uniform,12,1,2,inf,astar,257.509488519,0,159744,12182,0.015159993,0.034916948,0.256182314,0.30626913
uniform,12,2,2,0,dp,258.8667594,7.66175228352,1596,13312,1.37e-05,8.5391e-05,0.005152438,0.005257244
uniform,12,2,2,1,dp,246.216879389,2.40071277672,8196,13312,4.0839e-05,0.000512129,0.017027746,0.0175871
uniform,12,2,2,2,dp,240.444497614,0,26016,13312,0.000242235,0.001938157,0.043516954,0.0457055
uniform,12,2,2,inf,dp,240.444497614,0,159744,13312,0.014574891,0.037084428,0.198894721,0.250562858
uniform,12,2,2,0,astar,258.8667594,7.66175228352,1596,13006,1.3817e-05,8.99e-05,0.021413254,0.021524823
uniform,12,2,2,1,astar,246.216879389,2.40071277672,8196,12960,4.3446e-05,0.000553343,0.042304048,0.042909963
uniform,12,2,2,2,astar,240.444497614,0,26016,12736,0.000228757,0.001988813,0.085308086,0.087534807
uniform,12,2,2,inf,astar,240.444497614,0,159744,12736,0.015045193,0.033272174,0.273721818,0.322047951
