kind,n,seed,alpha,k,third,value,gap_vs_unrestricted_pct,generated_ops,reached_or_expanded_states,time_first,time_second,time_third,time_total,source_file
uniform,9,0,3,inf,dp,189.56358037,0.0,11520,1280,0.001207984,0.001571585,0.002012286,0.00479579,alpha3_uniform.csv
uniform,9,1,3,0,dp,211.756319507,5.47394234814,657,1280,0.000161644,3.8692e-05,0.000339867,0.000543809,alpha3_uniform.csv
uniform,9,1,3,1,dp,200.766478234,0.0,2421,1280,1.642e-05,0.000166509,0.000697573,0.00088325,alpha3_uniform.csv
uniform,9,1,3,2,dp,200.766478234,0.0,5445,1280,8.5398e-05,0.000469593,0.0012118,0.001768819,alpha3_uniform.csv
uniform,9,1,3,inf,dp,200.766478234,0.0,11520,1280,0.001074899,0.004048698,0.002111797,0.007266632,alpha3_uniform.csv
uniform,9,2,3,0,dp,194.506407581,1.66743011161,657,1280,3.367e-06,3.7696e-05,0.000320492,0.000365745,alpha3_uniform.csv
uniform,9,2,3,1,dp,191.316341298,0.0,2421,1280,4.0568e-05,0.00018937,0.00068188,0.000914234,alpha3_uniform.csv
uniform,9,2,3,2,dp,191.316341298,0.0,5445,1280,0.000727661,0.002668826,0.001260203,0.004660752,alpha3_uniform.csv
uniform,9,2,3,inf,dp,191.316341298,0.0,11520,1280,0.000958625,0.001348688,0.001992649,0.004304797,alpha3_uniform.csv
uniform,10,0,3,0,dp,201.487023188,0.0,910,2816,3.814e-06,4.9069e-05,0.000911451,0.000969743,alpha3_uniform.csv
uniform,10,0,3,1,dp,201.487023188,0.0,3790,2816,2.8197e-05,0.000278196,0.001999753,0.002310732,alpha3_uniform.csv
uniform,10,0,3,2,dp,201.487023188,0.0,9670,2816,0.000111555,0.000772028,0.007027078,0.007915949,alpha3_uniform.csv
uniform,10,0,3,inf,dp,201.487023188,0.0,28160,2816,0.00307299,0.004911616,0.01019148,0.018183124,alpha3_uniform.csv
uniform,10,1,3,0,dp,207.883156319,8.12494609083,910,2816,0.000415743,5.2652e-05,0.00083864,0.001311659,alpha3_uniform.csv
uniform,10,1,3,1,dp,192.261974535,0.0,3790,2816,2.3352e-05,0.000276144,0.003681445,0.00398493,alpha3_uniform.csv
uniform,10,1,3,2,dp,192.261974535,0.0,9670,2816,0.000256097,0.001699013,0.004829608,0.00679114,alpha3_uniform.csv
uniform,10,1,3,inf,dp,192.261974535,0.0,28160,2816,0.00354924,0.004161476,0.009614854,0.017333074,alpha3_uniform.csv
uniform,10,2,3,0,dp,186.790035375,0.0,910,2816,6.13e-06,5.3421e-05,0.001415112,0.001480157,alpha3_uniform.csv
uniform,10,2,3,1,dp,186.790035375,0.0,3790,2816,2.6011e-05,0.000289722,0.001949016,0.002270058,alpha3_uniform.csv
uniform,10,2,3,2,dp,186.790035375,0.0,9670,2816,0.000114052,0.000906003,0.004054708,0.005080844,alpha3_uniform.csv
uniform,10,2,3,inf,dp,186.790035375,0.0,28160,2816,0.002396314,0.004290568,0.008585568,0.015279905,alpha3_uniform.csv
